annotator_name,experience_level,video_id,frame_number,timestamp,joint_name,x_pixel,y_pixel,x_meter,y_meter,skipped,not_visible,session_start,notes
Venuri Abeysekara,novice,video,0,00:00:00.000,Head,606.949711981998,858.7021961088333,1.31951,1.86682,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Left Shoulder,700.0970755519095,940.2061333666207,1.52201,2.04401,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Right Shoulder,522.5349137467657,946.0278431707485,1.13599,2.05666,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Left Elbow,720.4730613328276,1097.3922980780683,1.56631,2.38573,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Right Elbow,505.06978307740735,1091.5705882739405,1.09802,2.37307,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Left Wrist,729.2056266675067,1193.450509846175,1.58529,2.59456,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Right Wrist,507.9806381889671,1196.3613647482389,1.10435,2.60089,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Left Knee,659.3451039900732,1187.6288000420473,1.43342,2.58191,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Right Knee,572.0194506432812,1327.3498353411117,1.24357,2.88566,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Left Ankle,668.0776693247524,1344.8149647534947,1.4524,2.92363,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,0,00:00:00.000,Right Ankle,572.0194506432812,1513.6445490731976,1.24357,3.29066,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,30,00:00:00.500,Head,627.3256977629161,858.7021961088333,1.36381,1.86682,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,30,00:00:00.500,Left Shoulder,732.1164817790665,951.8495529748761,1.59162,2.06932,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,30,00:00:00.500,Right Shoulder,551.6434648623631,946.0278431707485,1.19927,2.05666,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,30,00:00:00.500,Left Elbow,749.5816124484248,1114.8574274904513,1.62959,2.4237,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,30,00:00:00.500,Right Elbow,522.5349137467657,1085.7488784698128,1.13599,2.36042,False,False,2026-04-09T16:45:11,
Venuri Abeysekara,novice,video,30,00:00:00.500,Left Wrist,749.5816124484248,1208.0047843564942,1.62959,2.6262,False,False,2026-04-09T16:45:11,
