annotator_name,experience_level,video_id,frame_number,timestamp,joint_name,x_pixel,y_pixel,x_meter,y_meter,skipped,not_visible,session_start,notes
Pasindi Vindula,novice,video,0,00:00:00.000,Head,609.8605670935577,852.8804863047055,1.32584,1.85416,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Left Shoulder,697.1862204403496,934.3844235624931,1.51568,2.03135,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Right Shoulder,519.624058635206,934.3844235624931,1.12966,2.03135,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Left Elbow,720.4730613328276,1077.0163137636214,1.56631,2.34143,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Right Elbow,493.42636263116844,1079.9271686656853,1.07271,2.34776,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Left Wrist,717.5622062212678,1193.450509846175,1.55998,2.59456,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Right Wrist,519.624058635206,1202.1830745523666,1.12966,2.61355,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Left Knee,662.2559591016329,1190.5396549441111,1.43974,2.58823,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Right Knee,580.7520159779604,1365.1909490679416,1.26255,2.96793,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Left Ankle,641.8799733207147,1359.369239263814,1.39545,2.95527,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,0,00:00:00.000,Right Ankle,595.3062915357591,1534.0205333876445,1.2942,3.33496,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,30,00:00:00.500,Head,627.3256977629161,858.7021961088333,1.36381,1.86682,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,30,00:00:00.500,Left Shoulder,723.3839164443873,946.0278431707485,1.57264,2.05666,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,30,00:00:00.500,Right Shoulder,548.7326097508034,943.1169882686846,1.19294,2.05034,False,False,2026-04-09T17:44:08,
Pasindi Vindula,novice,video,30,00:00:00.500,Left Elbow,737.9381920021859,1085.7488784698128,1.60428,2.36042,False,False,2026-04-09T17:44:08,
