annotator_name,experience_level,video_id,frame_number,timestamp,joint_name,x_pixel,y_pixel,x_meter,y_meter,skipped,not_visible,session_start,notes
Pinsarie Sigera,novice,video,0,00:00:00.000,Head,609.8605670935577,849.9696314026417,1.32584,1.84783,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Left Shoulder,697.1862204403496,943.1169882686846,1.51568,2.05034,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Right Shoulder,522.5349137467657,940.2061333666207,1.13599,2.04401,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Left Elbow,711.7404959981484,1079.9271686656853,1.54732,2.34776,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Right Elbow,510.8914933005268,1079.9271686656853,1.11068,2.34776,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Left Wrist,726.294771555947,1187.6288000420473,1.57896,2.58191,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Right Wrist,513.8023484120865,1190.5396549441111,1.11701,2.58823,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Left Knee,662.2559591016329,1184.7179451399834,1.43974,2.57558,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Right Knee,577.8411608664006,1344.8149647534947,1.25623,2.92363,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Left Ankle,668.0776693247524,1347.7258196555586,1.4524,2.92996,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,0,00:00:00.000,Right Ankle,580.7520159779604,1519.4662588773253,1.26255,3.30332,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Head,627.3256977629161,855.7913412067694,1.36381,1.86049,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Left Shoulder,729.2056266675067,948.9386980728123,1.58529,2.06299,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Right Shoulder,542.9108995276839,948.9386980728123,1.18029,2.06299,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Left Elbow,735.0273368906262,1094.4814431760044,1.59795,2.3794,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Right Elbow,537.0891893045645,1079.9271686656853,1.16763,2.34776,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Left Wrist,746.6707573368651,1208.0047843564942,1.62326,2.6262,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Right Wrist,531.267479081445,1187.6288000420473,1.15498,2.58191,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Left Knee,688.4536551056705,1379.745223578261,1.4967,2.99957,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Right Knee,580.7520159779604,1280.7761569080903,1.26255,2.78441,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Left Ankle,694.2753653287899,1525.2879686814529,1.50935,3.31598,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,30,00:00:00.500,Right Ankle,592.3954364241994,1403.0320627947715,1.28787,3.05019,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Head,606.949711981998,858.7021961088333,1.31951,1.86682,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Left Shoulder,700.0970755519095,940.2061333666207,1.52201,2.04401,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Right Shoulder,510.8914933005268,948.9386980728123,1.11068,2.06299,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Left Elbow,717.5622062212678,1088.6597333718767,1.55998,2.36675,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Right Elbow,513.8023484120865,1082.8380235677491,1.11701,2.35409,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Left Wrist,720.4730613328276,1190.5396549441111,1.56631,2.58823,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Right Wrist,513.8023484120865,1213.826494160622,1.11701,2.63886,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Left Knee,659.3451039900732,1347.7258196555586,1.43342,2.92996,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Right Knee,569.1085955317214,1353.5475294596863,1.23724,2.94261,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Left Ankle,670.9885244363121,1510.7336941711337,1.45873,3.28434,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,60,00:00:01.000,Right Ankle,569.1085955317214,1522.377113779389,1.23724,3.30965,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Head,601.1280017588786,858.7021961088333,1.30685,1.86682,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Left Shoulder,688.4536551056705,943.1169882686846,1.4967,2.05034,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Right Shoulder,510.8914933005268,940.2061333666207,1.11068,2.04401,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Left Elbow,755.4033226715443,1044.996909840919,1.64225,2.27182,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Right Elbow,452.67439106933216,1036.2643451347276,0.98411,2.25284,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Left Wrist,854.3723964645752,1114.8574274904513,1.85741,2.4237,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Right Wrist,359.52702749942074,1097.3922980780683,0.78161,2.38573,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Left Knee,656.4342488785135,1368.1018039700054,1.42709,2.97425,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Right Knee,554.5543199739228,1368.1018039700054,1.2056,2.97425,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Left Ankle,650.612538655394,1542.753098093836,1.41443,3.35395,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,90,00:00:01.500,Right Ankle,572.0194506432812,1542.753098093836,1.24357,3.35395,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Head,601.1280017588786,861.613051010897,1.30685,1.87315,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Left Shoulder,665.1668142131927,914.0084392480462,1.44607,1.98705,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Right Shoulder,522.5349137467657,908.1867294439186,1.13599,1.9744,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Left Elbow,764.1358880062236,861.613051010897,1.66123,1.87315,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Right Elbow,414.83327461905566,879.0781804232802,0.90185,1.91112,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Left Wrist,854.3723964645752,777.1982588510457,1.85741,1.68963,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Right Wrist,324.59676616070396,803.3959529696202,0.70567,1.74658,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Left Knee,650.612538655394,1368.1018039700054,1.41443,2.97425,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Right Knee,566.1977404201617,1373.9235137741332,1.23091,2.98691,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Left Ankle,644.7908284322746,1536.9313882897084,1.40178,3.34129,False,False,2026-04-09T17:39:09,
Pinsarie Sigera,novice,video,120,00:00:02.000,Right Ankle,545.8217546392436,1531.1096784855806,1.18662,3.32863,False,False,2026-04-09T17:39:09,
